country,country_short,date,days,daily_cases,total_cases,deaths_daily,deaths_dotal,school_closure,days_since_schools_closed,workplace_closure,days_workplace_closure,public_events_cancelled,public_events_cancelled_days,public_transit_suspended,days_since_transit_suspend,information_campaign,information_campaign_days,internal_travel_control,days_since_internal_travel_ban,international_travel_controls,days_since_international_ban,stay_at_home,days_since_stay_at_home,rest_on_gatherings,days_rest_on_gatherings,use_face_masks,days_use_face_mask,mobility_index,policy_index,facemask_index,test_rate,testpositivity_rate
Brazil,BRA,2020-06-28,124,,1313667,,57070,1,109,0.66,108,1,109,1,102,1,125,1,104,1,108,0.66,108,1,107,,,-29.7385,41.21743,66.45692,32.66549,2.260334
Brazil,BRA,2020-06-29,125,,1344143,,57622,1,110,0.66,109,1,110,1,103,1,126,1,105,1,109,0.66,109,1,108,,,-30.03034,41.25581,66.77451,32.96315,2.259882
Brazil,BRA,2020-06-30,126,,1368195,,58314,1,111,0.66,110,1,111,1,104,1,127,1,106,1,110,0.66,110,1,109,,,-29.9849,41.29353,67.08541,33.24854,2.181381
Brazil,BRA,2020-07-01,127,,1402041,,59594,1,112,0.66,111,1,112,1,105,1,128,1,107,1,111,0.66,111,1,110,,,-29.2102,41.33061,67.38987,33.52091,2.244894
Brazil,BRA,2020-07-02,128,,1448753,,60632,1,113,0.66,112,1,113,1,106,1,129,1,108,1,112,0.66,112,1,111,,,-28.55157,41.36708,67.68809,33.78303,2.333562
Brazil,BRA,2020-07-03,129,,1496858,,61884,1,114,1,113,1,114,1,107,1,130,1,109,1,113,0.66,113,1,112,,,-27.78082,41.35511,67.98027,34.04104,2.206145
Brazil,BRA,2020-07-04,130,,1539081,,63174,1,115,1,114,1,115,1,108,1,131,1,110,1,114,0.66,114,1,113,,,-26.42177,41.39035,68.26661,34.30351,2.176584
Brazil,BRA,2020-07-05,131,,1577004,,64265,1,116,1,115,1,116,1,109,1,132,1,111,1,115,0.66,115,1,114,,,-25.65293,41.42502,68.54729,34.57973,2.131865
Brazil,BRA,2020-07-06,132,,1603055,,64867,1,117,1,116,1,117,1,110,1,133,1,112,1,116,0.66,116,1,115,,,-24.65986,41.06844,68.82247,34.87759,2.079311
Brazil,BRA,2020-07-07,133,,1623284,,65487,1,118,1,117,1,118,1,111,1,134,1,113,1,117,0.66,117,1,116,,,-24.04422,41.00397,69.09235,35.20166,2.131864
Brazil,BRA,2020-07-08,134,,1668589,,66741,1,119,1,118,1,119,1,112,1,135,1,114,1,118,0.66,118,1,117,,,-23.63361,41.03645,69.35707,35.55189,2.055023
Brazil,BRA,2020-07-09,135,,1713160,,67964,1,120,1,119,1,120,1,113,1,136,1,115,1,119,0.66,119,1,118,,,-23.51034,41.06842,69.61678,35.92341,1.97874
Brazil,BRA,2020-07-10,136,,1755779,,69184,1,121,1,120,1,121,1,114,1,137,1,116,1,120,0.66,120,1,119,,,-23.18367,41.0999,69.87165,36.30735,1.977369
Brazil,BRA,2020-07-11,137,,1800827,,70398,1,122,1,121,1,122,1,115,1,138,1,117,1,121,0.66,121,1,120,,,-23.2166,41.13089,70.1218,36.69254,1.968429
Brazil,BRA,2020-07-12,138,,1839850,,71469,1,123,1,122,1,123,1,116,1,139,1,118,1,122,0.66,122,1,121,,,-22.88952,40.99799,70.36738,37.06756,1.94592
Brazil,BRA,2020-07-13,139,,1864681,,72100,1,124,1,123,1,124,1,117,1,140,1,119,1,123,0.66,123,1,122,,,-22.97265,41.02738,70.6085,37.4211,1.936951
Brazil,BRA,2020-07-14,140,,1884967,,72833,1,125,1,124,1,125,1,118,1,141,1,120,1,124,0.66,124,1,123,,,-23.42776,41.05633,70.84531,37.74675,1.898564
Brazil,BRA,2020-07-15,141,,1926824,,74133,1,126,1,125,1,126,1,119,1,142,1,121,1,125,0.66,125,1,124,,,-23.54708,41.08485,71.07792,38.04209,1.861173
Brazil,BRA,2020-07-16,142,,1966748,,75366,1,127,1,126,1,127,1,120,1,143,1,122,1,126,0.66,126,1,125,,,-23.65279,41.08893,71.30644,38.30878,1.841093
Brazil,BRA,2020-07-17,143,,2012151,,76688,1,128,1,127,1,128,1,121,1,144,1,123,1,127,0.66,127,1,126,,,-23.81959,41.1166,71.53098,38.55173,1.74394
Brazil,BRA,2020-07-18,144,,2046328,,77851,1,129,1,128,1,129,1,122,1,145,1,124,1,128,0.66,128,1,127,,,-23.71088,41.14386,71.75167,38.77769,1.648021
Brazil,BRA,2020-07-19,145,,2074860,,78772,1,130,1,129,1,130,1,123,1,146,1,125,1,129,0.66,129,1,128,,,-23.46313,41.17073,71.96858,38.99368,1.643234
Brazil,BRA,2020-07-20,146,,2098389,,79488,1,131,1,130,1,131,1,124,1,147,1,126,1,130,0.66,130,1,129,,,-23.22408,41.19721,72.18184,39.2073,1.629755
Brazil,BRA,2020-07-21,147,,2118646,,80120,1,132,1,131,1,132,1,125,1,148,1,127,1,131,0.66,131,1,130,,,-22.81782,41.22331,72.39153,39.42282,1.600791
Brazil,BRA,2020-07-22,148,,2159654,,81487,1,133,1,132,1,133,1,126,1,149,1,128,1,132,0.66,132,1,131,,,-22.51878,41.24905,72.59773,39.64675,1.725341
Brazil,BRA,2020-07-23,149,,2227514,,82771,1,134,1,133,1,134,1,127,1,150,1,129,1,133,0.66,133,1,132,,,-22.02286,41.27442,72.80056,39.8797,1.809001
Brazil,BRA,2020-07-24,150,,2287475,,84082,1,135,1,134,1,135,1,128,1,151,1,130,1,134,0.66,134,1,133,,,-21.65333,41.29944,73.00008,40.12121,1.930212
Brazil,BRA,2020-07-25,151,,2343366,,85238,1,136,1,135,1,136,1,129,1,152,1,131,1,135,0.66,135,1,134,,,-21.34,41.32411,73.19638,40.37022,2.027828
Brazil,BRA,2020-07-26,152,,2394513,,86449,1,137,1,136,1,137,1,130,1,153,1,132,1,136,0.66,136,1,135,,,-21.30653,41.27448,73.38954,40.62556,2.031189
Brazil,BRA,2020-07-27,153,,2419091,,87004,1,138,1,137,1,138,1,131,1,154,1,133,1,137,0.66,137,1,136,,,-21.25537,41.29845,73.57964,40.88627,2.042192
Brazil,BRA,2020-07-28,154,,2455817,,88207,1,139,1,138,1,139,1,132,1,155,1,134,1,138,0.66,138,1,137,,,-21.14721,41.32209,73.76676,41.15278,2.08407
Brazil,BRA,2020-07-29,155,,2498726,,89272,1,140,1,139,1,140,1,133,1,156,1,135,1,139,0.66,139,1,138,,,-21.29551,41.34541,73.95096,41.42061,2.042485
Brazil,BRA,2020-07-30,156,,2541635,,90338,1,141,1,140,1,141,1,134,1,157,1,136,1,140,0.66,140,1,139,,,-21.41483,41.36841,74.13231,41.68972,1.997203
Brazil,BRA,2020-07-31,157,,2584544,,91403,1,142,1,141,1,142,1,135,1,158,1,137,1,141,0.66,141,1,140,,,-21.12422,41.39111,74.31089,41.96006,1.958673
Brazil,BRA,2020-08-01,158,,2627453,,92469,1,143,1,142,1,143,1,136,1,159,1,138,1,142,0.66,142,1,141,,,-20.58966,41.41351,74.48676,42.23154,1.916701
Brazil,BRA,2020-08-02,159,,2670362,,93535,1,144,1,143,1,144,1,137,1,160,1,139,1,143,0.66,143,1,142,,,-19.95401,41.43562,74.65997,42.50414,1.919801
Chile,CHL,2020-02-25,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.485714286,0,,0,0
Chile,CHL,2020-02-26,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.114285714,0,,0,0
Chile,CHL,2020-02-27,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-0.057142857,0,,0,0
Chile,CHL,2020-02-28,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.4,0,,0,0
Chile,CHL,2020-02-29,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.714285714,0,,0,0
Chile,CHL,2020-03-01,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.285714286,0,0,0,0
Chile,CHL,2020-03-02,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.828571429,1.640157,0,0,0
Chile,CHL,2020-03-03,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2.228571429,1.915291,0,0.120041305,0
Chile,CHL,2020-03-04,1,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2.714285714,2.117433,0,0.259555878,0
Chile,CHL,2020-03-05,2,,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2.971428571,2.274488,0,0.425747867,0
Chile,CHL,2020-03-06,3,,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2.942857143,2.400944,0,0.626986204,0
Chile,CHL,2020-03-07,4,,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2.285714286,2.505381,0,0.872378511,0
Chile,CHL,2020-03-08,5,,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2.171428571,2.593316,0,1.170811274,0
Chile,CHL,2020-03-09,6,,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2.028571429,2.6685,0,1.529722255,0.005247521
Chile,CHL,2020-03-10,7,,13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.742857143,2.733595,0,1.834149125,0.00586724
Chile,CHL,2020-03-11,8,,17,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.228571429,2.790551,0,2.187264565,0.008467775
Chile,CHL,2020-03-12,9,,23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.8,2.840835,0,2.582627238,0.005898254
Chile,CHL,2020-03-13,10,,33,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.542857143,7.735967,0,3.011679239,0.00979399
Chile,CHL,2020-03-14,11,,43,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,0.342857143,9.627433,0,3.464858315,0.013003294
Chile,CHL,2020-03-15,12,,61,,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,,,-0.914285714,10.98933,0,3.932898101,0.013303923
Chile,CHL,2020-03-16,13,,75,,0,1,2,1,1,1,1,0,0,1,3,0,0,0,0,0,0,0.5,1,,,-2.657142857,18.4661,0,4.408155989,0.025462198
Chile,CHL,2020-03-17,14,,156,,0,1,3,1,2,1,2,0,0,1,4,0,0,0,0,0,0,0.5,2,,,-5.857142857,20.70406,0,4.885523905,0.030345598
Chile,CHL,2020-03-18,15,,201,,0,1,4,1,3,1,3,0,0,1,5,0,0,0.75,1,0,0,0.5,3,,,-9.457142857,26.96055,0,5.362524092,0.03247946
Chile,CHL,2020-03-19,16,,238,,0,1,5,1,4,1,4,0,0,1,6,0,0,0.75,2,0,0,0.5,4,,,-14.57142857,29.96071,0,5.838672708,0.03247946
Chile,CHL,2020-03-20,17,,342,,0,1,6,1,5,1,5,0,0,1,7,0,0,0.75,3,0,0,0.5,5,,,-20.62857143,31.81056,0,6.314643553,0.050683107
Chile,CHL,2020-03-21,18,,434,,0,1,7,0.66,6,1,6,0,0,1,8,0,0,0.75,4,0,0,0.5,6,,,-27.34285714,33.38492,0,6.791741399,0.058461395
Chile,CHL,2020-03-22,19,,537,,0,1,8,0.66,7,1,7,0,0,1,9,0,0,0.75,5,0,0,0.5,7,,,-34.65714286,34.75832,0,7.271837434,0.065878362
Chile,CHL,2020-03-23,20,,632,,1,1,9,0.66,8,1,8,0,0,1,10,0,0,0.75,6,0,0,0.5,8,,,-40.48571429,35.97562,0,7.75758424,0.064477498
Chile,CHL,2020-03-24,21,,746,,2,1,10,0.66,9,1,9,0,0,1,11,0,0,0.75,7,0,0,0.5,9,,,-44.97142857,38.54041,0,8.252609059,0.073829079
Chile,CHL,2020-03-25,22,,922,,2,1,11,0.66,10,1,10,0,0,1,12,1,1,0.75,8,0.66,1,0.75,10,,,-48.71428571,39.60674,0,8.761440167,0.08758023
Chile,CHL,2020-03-26,23,,1142,,3,1,12,0.66,11,1,11,0,0,1,13,1,2,0.75,9,0.66,2,0.75,11,,,-50.54285714,41.59905,0,9.289076602,0.100674912
Chile,CHL,2020-03-27,24,,1306,,4,1,13,0.66,12,1,12,0,0,1,14,1,3,0.75,10,0.66,3,0.75,12,,,-52.82857143,42.51064,0,9.840283359,0.101505695
Chile,CHL,2020-03-28,25,,1610,,5,1,14,0.66,13,1,13,0,0,1,15,1,4,0.75,11,0.66,4,0.75,13,,,-53.94285714,43.50004,0,10.41882108,0.11181859
Chile,CHL,2020-03-29,26,,1909,,6,1,15,0.66,14,1,14,0,0,1,16,1,5,0.75,12,0.66,5,0.75,14,,,-54.54285714,44.27983,0,11.02684222,0.117797184
Chile,CHL,2020-03-30,27,,2139,,7,1,16,0.66,15,1,15,0,0,1,17,1,6,0.75,13,0.66,6,0.75,15,,,-55.02857143,45.22118,0,11.66461411,0.126835231
Chile,CHL,2020-03-31,28,,2449,,8,1,17,0.66,16,1,16,0,0,1,18,1,7,0.75,14,0.66,7,0.75,16,,,-54.94285714,45.89986,0,12.33060859,0.128583618
Chile,CHL,2020-04-01,29,,2738,,12,1,18,0.66,17,1,17,0,0,1,19,1,8,0.75,15,0.66,8,0.75,17,,,-54.97142857,46.53351,0,13.02189285,0.126974774
Chile,CHL,2020-04-02,30,,3031,,16,1,19,0.66,18,1,18,0,0,1,20,1,9,0.75,16,0.66,9,0.75,18,,,-55.6,47.12673,0,13.73467659,0.134358987
Chile,CHL,2020-04-03,31,,3404,,18,1,20,0.66,19,1,19,0,0,1,21,1,10,0.75,17,0.66,10,0.75,19,,,-55.14285714,47.68349,0,14.46481651,0.128867113
Chile,CHL,2020-04-04,32,,3737,,22,1,21,0.66,20,1,20,0,0,1,22,1,11,0.75,18,0.66,11,0.75,20,,,-54.77142857,48.20723,0,15.20806653,0.128769073
Chile,CHL,2020-04-05,33,,4161,,27,1,22,0.66,21,1,21,0,0,1,23,1,12,0.75,19,0.66,12,0.75,21,,,-54.28571429,48.70093,0,15.95995362,0.128152318
Chile,CHL,2020-04-06,34,,4471,,34,1,23,0.66,22,1,22,0,0,1,24,1,13,0.75,20,0.66,13,0.75,22,,,-54.08571429,49.46257,0,16.7153663,0.124214608
Chile,CHL,2020-04-07,35,,4815,,37,1,24,0.66,23,1,23,0,0,1,25,1,14,0.75,21,0.66,14,0.75,23,,,-54.2,49.90775,0,17.46816877,0.120068604
Chile,CHL,2020-04-08,36,,5116,,43,1,25,0.66,24,1,24,0,0,1,26,1,15,0.75,22,0.66,15,0.75,24,,,-54.34285714,50.32967,7.294911,18.21122752,0.121627573
Chile,CHL,2020-04-09,37,,5546,,48,1,26,0.66,25,1,25,0,0,1,27,1,16,0.75,23,0.66,16,0.75,25,,,-53.91428571,51.53222,10.20853,18.93707219,0.118882713
Chile,CHL,2020-04-10,38,,5972,,57,1,27,0.66,26,1,26,0,0,1,28,1,17,0.75,24,0.66,17,0.75,26,,,-56.65714286,52.23352,12.37461,19.63911301,0.122833097
Chile,CHL,2020-04-11,39,,6501,,65,1,28,0.66,27,1,27,0,0,1,29,1,18,0.75,25,0.66,18,0.75,27,,,-58.2,52.83442,14.14536,20.31308894,0.118428254
Chile,CHL,2020-04-12,40,,6927,,73,1,29,0.66,28,1,28,0,0,1,30,1,19,0.75,26,0.66,19,0.75,28,,,-59.14285714,53.37494,15.65917,20.95834474,0.114558638
Chile,CHL,2020-04-13,41,,7213,,80,1,30,0.66,29,1,29,0,0,1,31,1,20,0.75,27,0.66,20,0.75,29,,,-59.2,53.87147,16.98803,21.5785768,0.110390945
Chile,CHL,2020-04-14,42,,7525,,82,1,31,0.66,30,1,30,0,0,1,32,1,21,0.75,28,0.66,21,0.75,30,,,-59.25714286,54.333,18.17524,22.18178452,0.111377379
Chile,CHL,2020-04-15,43,,7917,,92,1,32,0.66,31,1,31,0,0,1,33,1,22,0.75,29,0.66,22,0.75,31,,,-59.2,54.76527,19.24939,22.77930671,0.105623797
Chile,CHL,2020-04-16,44,,8273,,94,1,33,0.66,32,1,32,0,0,1,34,1,23,0.75,30,0.66,23,0.75,32,,,-59.54285714,55.21983,20.2306,23.38408077,0.106379318
Chile,CHL,2020-04-17,45,,8807,,105,1,34,0.66,33,1,33,0,0,1,35,1,24,0.75,31,0.66,24,0.75,33,,,-56.68571429,55.2754,42.26734,24.00856466,0.099966189
Chile,CHL,2020-04-18,46,,9252,,116,1,35,0.66,34,1,34,0,0,1,36,1,25,0.75,32,0.66,25,0.75,34,,,-55,55.63843,43.93978,24.66294147,0.098767369
Chile,CHL,2020-04-19,47,,9730,,126,1,36,0.66,35,1,35,0,0,1,37,1,26,0.75,33,0.66,26,0.75,35,,,-54.05714286,55.98363,45.49625,25.35410689,0.099113802
Chile,CHL,2020-04-20,48,,10088,,133,1,37,0.66,36,1,36,0,0,1,38,1,27,0.75,34,0.66,27,0.75,36,,,-53.88571429,56.31261,46.95098,26.08558982,0.100293126
Chile,CHL,2020-04-21,49,,10507,,139,1,38,0.66,37,1,37,0,0,1,39,1,28,0.75,35,0.66,28,0.75,37,,,-53.77142857,56.62671,48.31559,26.85818948,0.095639029
Chile,CHL,2020-04-22,50,,10832,,147,1,39,0.66,38,1,38,0,0,1,40,1,29,0.75,36,0.66,29,0.75,38,,,-53.65714286,56.92712,49.59977,27.67096535,0.096366254
Chile,CHL,2020-04-23,51,,11296,,160,1,40,0.66,39,1,39,0,0,1,41,1,30,0.75,37,0.66,30,0.75,39,,,-53.65714286,57.10918,50.81163,28.52230313,0.092334312
Chile,CHL,2020-04-24,52,,11812,,168,1,41,0.66,40,1,40,0,0,1,42,1,31,0.75,38,0.66,31,0.75,40,,,-53.77142857,57.38456,51.95808,29.41097472,0.090765027
Chile,CHL,2020-04-25,53,,12306,,174,1,42,0.66,41,1,41,0,0,1,43,1,32,0.75,39,0.66,32,0.75,41,,,-53.62857143,57.64897,53.04509,30.33721894,0.089679118
Chile,CHL,2020-04-26,54,,12858,,181,1,43,0.66,42,1,42,0,0,1,44,1,33,0.75,40,0.66,33,0.75,42,,,-53.45714286,57.90314,54.07781,31.30381723,0.09038111
Chile,CHL,2020-04-27,55,,13331,,189,1,44,0.66,43,1,43,0,0,1,45,1,34,0.75,41,0.66,34,0.75,43,,,-53.4,58.14771,55.06073,32.31695331,0.089369225
Chile,CHL,2020-04-28,56,,13813,,198,1,45,0.66,44,1,44,0,0,1,46,1,35,0.75,42,0.66,35,0.75,44,,,-53.22857143,58.38326,55.99783,33.38648843,0.092799365
Chile,CHL,2020-04-29,57,,14365,,207,1,46,0.66,45,1,45,0,0,1,47,1,36,0.75,43,0.66,36,0.75,45,,,-52.88571429,58.61032,56.8926,34.52528723,0.091293579
Chile,CHL,2020-04-30,58,,14885,,216,1,47,0.66,46,1,46,0,0,1,48,1,37,0.75,44,0.66,37,0.75,46,,,-51.48571429,58.82938,57.74818,35.74745088,0.101861693
Chile,CHL,2020-05-01,59,,16023,,227,1,48,0.66,47,1,47,0,0,1,49,1,38,0.75,45,0.66,38,0.75,47,,,-54.6,58.8518,58.56734,37.06563647,0.10924461
Chile,CHL,2020-05-02,60,,17008,,234,1,49,0.66,48,1,48,0,0,1,50,1,39,0.75,46,0.66,39,0.75,48,,,-54,59.05543,59.3526,38.48794746,0.123607034
Chile,CHL,2020-05-03,61,,18435,,247,1,50,0.66,49,1,49,0,0,1,51,1,40,0.75,47,0.66,40,0.75,49,,,-53.4,59.2523,60.10621,40.01506926,0.135394381
Chile,CHL,2020-05-04,62,,19663,,260,1,51,0.66,50,1,50,0,0,1,52,1,41,0.75,48,0.66,41,0.75,50,,,-52.57142857,59.44279,60.83022,41.638417,0.141809757
Chile,CHL,2020-05-05,63,,20643,,270,1,52,0.66,51,1,51,0,0,1,53,1,42,0.75,49,0.66,42,0.75,51,,,-51.71428571,59.76788,61.52649,43.33999576,0.153341266
Chile,CHL,2020-05-06,64,,22016,,275,1,53,0.66,52,1,52,0,0,1,54,1,43,0.75,50,0.66,43,0.75,52,,,-51.37142857,59.947,62.19669,45.09440473,0.159308951
Chile,CHL,2020-05-07,65,,23048,,281,1,54,0.66,53,1,53,0,0,1,55,1,44,0.75,51,0.66,44,0.75,53,,,-51.82857143,60.1206,62.8424,46.87286981,0.159954336
Chile,CHL,2020-05-08,66,,24581,,285,1,55,0.66,54,1,54,0,0,1,56,1,45,0.75,52,0.66,45,0.75,54,,,-47.74285714,60.25002,63.46502,48.64856425,0.161746672
Chile,CHL,2020-05-09,67,,25972,,294,1,56,0.66,55,1,55,0,0,1,57,1,46,0.75,53,0.66,46,0.75,55,,,-47.91428571,60.41325,64.06586,50.40201205,0.152518733
Chile,CHL,2020-05-10,68,,27219,,304,1,57,0.66,56,1,56,0,0,1,58,1,47,0.75,54,0.66,47,0.75,56,,,-47.97142857,60.57172,64.6461,52.12532677,0.153882836
Chile,CHL,2020-05-11,69,,28866,,312,1,58,0.66,57,1,57,0,0,1,59,1,48,0.75,55,0.66,48,0.75,57,,,-49.02857143,60.72562,65.20688,53.82431192,0.153415152
Chile,CHL,2020-05-12,70,,30063,,323,1,59,0.66,58,1,58,0,0,1,60,1,49,0.75,56,0.66,49,0.75,58,,,-50.08571429,60.87517,65.7492,55.51789002,0.15270122
Chile,CHL,2020-05-13,71,,31721,,335,1,60,0.66,59,1,59,0,0,1,61,1,50,0.75,57,0.66,50,0.75,59,,,-50.71428571,61.02056,66.27402,57.23472789,0.172032916
Chile,CHL,2020-05-14,72,,34381,,346,1,61,0.66,60,1,60,0,0,1,62,1,51,0.75,58,0.66,51,0.75,60,,,-51.4,61.16194,66.7822,59.0073512,0.182343652
Chile,CHL,2020-05-15,73,,37040,,358,1,62,1,61,1,61,0,0,1,63,1,52,0.75,59,1,52,1,61,,,-51.91428571,61.07121,67.2746,60.8644332,0.192481045
Chile,CHL,2020-05-16,74,,39542,,394,1,63,1,62,1,62,0,0,1,64,1,53,0.75,60,1,53,1,62,,,-53.08571429,61.15049,67.75195,62.82234595,0.196667639
Chile,CHL,2020-05-17,75,,41428,,421,1,64,1,63,1,63,0,0,1,65,1,54,0.75,61,1,54,1,63,,,-54.22857143,61.28018,68.21497,64.87741783,0.200251739
Chile,CHL,2020-05-18,76,,43781,,450,1,65,1,64,1,64,0,0,1,66,1,55,0.75,62,1,55,1,64,,,-54.8,61.48592,68.66434,67.00078766,0.20949211
Chile,CHL,2020-05-19,77,,46059,,478,1,66,1,65,1,65,0,0,1,67,1,56,0.75,63,1,56,1,65,,,-55.42857143,61.6092,69.10067,69.13795868,0.226307286
Chile,CHL,2020-05-20,78,,49579,,509,1,67,1,66,1,66,0,0,1,68,1,57,0.75,64,1,57,1,66,,,-55.91428571,61.72937,69.52455,71.21463683,0.234930758
Chile,CHL,2020-05-21,79,,53617,,544,1,68,1,67,1,67,0,0,1,69,1,58,0.75,65,1,58,1,67,,,-58.6,61.84656,69.93652,73.14868394,0.243297054
Chile,CHL,2020-05-22,80,,57581,,589,1,69,1,68,1,68,0,0,1,70,1,59,0.75,66,1,59,1,68,,,-59.45714286,61.96086,70.3371,74.86577818,0.257976424
Chile,CHL,2020-05-23,81,,61857,,630,1,70,1,69,1,69,0,0,1,71,1,60,0.75,67,1,60,1,69,,,-59.22857143,62.07239,70.72679,76.31489316,0.273116686
Chile,CHL,2020-05-24,82,,65393,,673,1,71,1,70,1,70,0,0,1,72,1,61,0.75,68,1,61,1,70,,,-58.94285714,62.18126,71.10603,77.47991372,0.285058096
Chile,CHL,2020-05-25,83,,69102,,718,1,72,1,71,1,71,0,0,1,73,1,62,0.75,69,1,62,1,71,,,-58.45714286,62.28755,71.47524,78.38486441,0.31152907
Chile,CHL,2020-05-26,84,,73997,,761,1,73,1,72,1,72,0,0,1,74,1,63,0.75,70,1,63,1,72,,,-58.17142857,62.39137,71.83485,79.09151637,0.313852919
Chile,CHL,2020-05-27,85,,77961,,806,1,74,1,73,1,73,0,0,1,75,1,64,0.75,71,1,64,1,73,,,-58.25714286,62.49278,72.18523,79.68928733,0.314610823
Chile,CHL,2020-05-28,86,,82289,,841,1,75,1,74,1,74,0,0,1,76,1,65,0.75,72,1,65,1,74,,,-56.14285714,62.59189,72.52675,80.27908452,0.319722972
Chile,CHL,2020-05-29,87,,86943,,890,1,76,1,75,1,75,0,0,1,77,1,66,0.75,73,1,66,1,75,,,-55.8,62.68876,72.85973,80.95469357,0.310965701
Chile,CHL,2020-05-30,88,,90638,,944,1,77,1,76,1,76,0,0,1,78,1,67,0.75,74,1,67,1,76,,,-55.2,62.63401,73.18452,81.7864233,0.315329915
Chile,CHL,2020-05-31,89,,94858,,997,1,78,1,77,1,77,0,0,1,79,1,68,0.75,75,1,68,1,77,,,-54.62857143,62.72639,73.50143,82.81081687,0.32325853
Chile,CHL,2020-06-01,90,,99688,,1054,1,79,1,78,1,78,0,0,1,80,1,69,0.75,76,1,69,1,78,,,-54.42857143,62.81677,73.81075,84.02803917,0.323788897
Chile,CHL,2020-06-02,91,,105159,,1113,1,80,1,79,1,79,0,0,1,81,1,70,0.75,77,1,70,1,79,,,-54.28571429,62.9052,74.11274,85.406294,0.314952122
Chile,CHL,2020-06-03,92,,108686,,1188,1,81,1,80,1,80,0,0,1,82,1,71,0.75,78,1,71,1,80,,,-54.14285714,62.99175,74.40768,86.89132751,0.315531082
Chile,CHL,2020-06-04,93,,113628,,1275,1,82,1,81,1,81,0,0,1,83,1,72,0.75,79,1,72,1,81,,,-53.91428571,63.07648,74.69582,88.41836811,0.309933949
Chile,CHL,2020-06-05,94,,118292,,1356,1,83,1,82,1,82,0,0,1,84,1,73,0.75,80,1,73,1,82,,,-53.74285714,63.15945,74.97739,89.92353021,0.310364182
Chile,CHL,2020-06-06,95,,122499,,1448,1,84,1,83,1,83,0,0,1,85,1,74,0.75,81,1,74,1,83,,,-53.94285714,63.24071,75.25262,91.3518631,0.315234276
Chile,CHL,2020-06-07,96,,127745,,1541,1,85,1,84,1,84,0,0,1,86,1,75,0.75,82,1,75,1,84,,,-54.11428571,63.32031,75.52174,92.66046847,0.324939573
Chile,CHL,2020-06-08,97,,134150,,2190,1,86,1,85,1,85,0,0,1,87,1,76,0.75,83,1,76,1,85,,,-54.4,63.85134,75.78494,93.81713227,0.313402724
Chile,CHL,2020-06-09,98,,138846,,2264,1,87,1,86,1,86,0,0,1,88,1,77,0.75,84,1,77,1,86,,,-54.48571429,63.92841,76.04242,94.79674471,0.314449814
Chile,CHL,2020-06-10,99,,142759,,2283,1,88,1,87,1,87,0,0,1,89,1,78,0.75,85,1,78,1,87,,,-54.42857143,64.00395,76.29439,95.57824199,0.318587715
Chile,CHL,2020-06-11,100,,148496,,2475,1,89,1,88,1,88,0,0,1,90,1,79,0.75,86,1,79,1,88,,,-54.68571429,64.07803,76.541,96.14381825,0.325568554
Chile,CHL,2020-06-12,101,,154092,,2648,1,90,1,89,1,89,0,0,1,91,1,80,0.75,87,1,80,1,89,,,-55.14285714,64.15067,76.78244,96.48057861,0.34769509
Chile,CHL,2020-06-13,102,,160846,,2870,1,91,1,90,1,90,0,0,1,92,1,81,0.75,88,1,81,1,90,,,-55.31428571,64.22192,77.01886,96.58367912,0.358843571
Chile,CHL,2020-06-14,103,,167355,,3101,1,92,1,91,1,91,0,0,1,93,1,82,0.75,89,1,82,1,91,,,-55.42857143,64.29182,77.25044,96.45962224,0.364278639
Chile,CHL,2020-06-15,104,,174293,,3323,1,93,1,92,1,92,0,0,1,94,1,83,0.75,90,1,83,1,92,,,-55.62857143,64.3604,77.47731,96.12836733,0.369468686
