state_code,state_same,state_short,date,days,daily_dases,total_cases,deaths_daily,deaths_dotal,dchool_closure,days_since_schools_closed,workplace_closure,days_workplace_closure,public_events_cancelled,public_events_cancelled_days,public_transit_suspended,days_since_transit_suspend,information_campaign,information_campaign_days,internal_travel_control,days_since_internal_travel_ban,international_travel_controls,days_since_international_ban,use_face_masks,days_use_face_mask,stay_at_home,days_since_stay_at_home,rest_on_gatherings,days_rest_on_gatherings,mobility_index,policy_index,ranking_mobility_daily,ranking_mobility_accumulated,ranking_policy_daily,ranking_policy_accumulated
14,Jalisco,Jal,2020-05-08,71,46,554,6,47,1,53,0.5,53,1,57,0.5,53,1,53,0.5,53,0.5,53,1,22,1,50,0.75,57,-40.77143,63.14126,28,15,1,2
15,Estado de Mexico,Edomex,2020-05-08,71,341,5418,25,300,1,47,0.5,46,1,54,0.5,31,1,53,0.5,31,0.1395349,0,1,31,0.3,47,0.75,54,-43.31429,51.35831,22,29,10,11
16,Michoac�n,Mich,2020-05-08,71,31,504,1,59,1,46,0.5,46,1,54,0.5,25,1,54,0.5,21,0.1395349,0,1,23,0.5,54,0.75,46,-35.91429,50.93353,32,31,12,14
17,Morelos,Mor,2020-05-08,71,57,713,9,93,1,52,0.5,46,1,52,0.5,38,1,68,0.5,29,0.1395349,0,1,28,0.5,59,0.75,46,-45.17143,54.27421,13,28,8,6
18,Nayarit,Nay,2020-05-08,71,27,206,1,21,1,47,0.5,46,1,54,0.5,53,1,63,0.5,53,0.5,53,0,0,0.3,63,0.75,46,-47.82857,51.15167,9,10,11,5
19,Nuevo Le�n,NL,2020-05-08,71,35,601,1,33,1,47,0.5,45,1,46,0.5,62,1,71,0.5,41,0.5,50,1,34,0.5,53,0.75,56,-46.28571,59.61685,11,8,2,1
20,Oaxaca,Oax,2020-05-08,71,5,217,5,37,1,47,0.5,46,1,57,0.5,39,1,45,0.5,36,0.5,59,1,22,0.5,48,0.75,46,-45.45714,55.79689,12,16,6,8
21,Puebla,Pue,2020-05-08,71,55,1017,5,129,1,47,0.5,40,1,46,0.5,18,1,53,0.5,16,0.1395349,0,1,25,0.5,47,0.75,46,-41.65714,49.16309,25,26,15,24
22,Quer�taro,Qro,2020-05-08,71,15,208,1,21,1,54,0.5,46,1,56,0.5,22,1,60,0,0,0.1395349,0,0.5,22,0.3,58,0.75,46,-44.8,44.81974,14,24,26,10
23,Quintana Roo,QRoo,2020-05-08,71,33,1032,7,175,1,47,0.5,46,1,39,0.5,36,1,33,0.5,46,0.1395349,0,1,26,0.5,72,0.75,46,-67.94286,50.74193,1,1,13,22
24,San Luis Potos�,SLP,2020-05-08,71,23,227,1,11,1,47,0.5,47,0.5,54,0.5,25,1,47,0,0,0.1395349,0,1,18,0.5,47,0.75,54,-44.57143,43.00999,15,21,32,31
25,Sinaloa,Sin,2020-05-08,71,60,1372,7,204,1,50,0.5,46,0.5,50,0.5,46,1,50,0.5,35,0.1395349,0,0.5,17,0.5,47,0.75,50,-50.91429,45.03176,7,6,25,27
26,Sonora,Son,2020-05-08,71,28,415,0,25,1,53,0.5,46,1,53,0.5,42,1,53,0.5,49,0.5,5,0.5,35,1,47,1,53,-44.28571,58.17167,17,9,3,3
27,Tabasco,Tab,2020-05-08,71,124,1531,13,201,1,47,0.5,46,0.5,56,0.5,44,0.5,56,0.5,50,0.1395349,0,1,19,0.5,47,0.75,56,-54.65714,44.76163,5,11,27,20
28,Tamaulipas,Tamps,2020-05-08,71,2,442,3,31,1,53,0.5,46,1,56,0.5,44,1,53,0.5,52,0.1395349,0,1,26,0.3,47,1,56,-41.08571,55.38521,26,22,7,4
29,Tlaxcala,Tlax,2020-05-08,71,20,324,7,50,1,54,0.5,46,1,42,0.5,20,1,54,0.5,2,0.1395349,0,1,16,0.3,47,1,42,-36.8,47.19873,31,32,22,25
30,Veracruz,Ver,2020-05-08,71,90,1049,13,100,1,53,0.5,46,0.5,56,0.5,39,1,54,0.5,38,0.1395349,0,0.5,33,0.3,47,0.5,56,-39.91429,43.17682,29,30,31,18
31,Yucat�n,Yuc,2020-05-08,71,26,753,9,48,1,53,0.5,46,1,43,0.5,49,1,53,0.5,53,0.5,56,1,15,0.5,47,0.75,47,-61.48571,55.85114,2,2,5,7
32,Zacatecas,Zac,2020-05-08,71,7,135,0,18,1,46,0.5,46,0.5,48,0.5,18,1,55,0.5,6,0.1395349,0,1,14,0.5,47,0.75,48,-46.42857,43.32855,10,7,30,32
0,Nacional,Nacional,2020-05-09,72,1938,33460,193,3341,,,,,,,,,,,,,,,,,,,,,-44.7041,50.5292,,,,
1,Aguascalientes,Ags,2020-05-09,72,2,303,2,14,1,51,0.5,47,1,58,0.5,43,1,48,0,0,0.1395349,0,1,32,0.3,48,0.75,41,-43.37143,47.90448,19,14,20,16
2,Baja California,BC,2020-05-09,72,89,2365,37,402,1,51,0.5,47,1,55,0,0,1,48,0.5,44,0.1395349,0,0.5,23,0.3,45,0.75,41,-41.48571,43.82372,23,13,29,26
3,Baja California Sur,BCS,2020-05-09,72,6,379,0,22,1,51,0.5,47,1,53,0,0,1,48,0.5,39,0.5,57,1,8,0.3,48,0.75,41,-58.25714,47.92247,4,3,19,19
4,Campeche,Camp,2020-05-09,72,15,181,0,27,1,52,0.5,41,1,59,0,0,0.5,48,0.5,54,0.5,52,1,20,0.5,47,0.75,41,-50.85714,47.96056,6,5,18,17
5,Coahuila,Coah,2020-05-09,72,16,553,1,52,1,51,0.5,47,1,52,0,0,1,46,0.5,30,0.1395349,0,1,15,0.5,47,0.75,42,-42.62857,46.18756,22,17,24,29
6,Colima,Col,2020-05-09,72,0,38,0,6,1,54,0.5,54,1,54,0.5,51,1,54,0.5,37,0.1395349,0,0.5,20,0.3,49,0.75,41,-36.65714,48.53714,30,20,17,9
7,Chiapas,Chis,2020-05-09,72,37,367,2,19,1,51,0.5,47,1,56,0.5,36,1,51,0,0,0.1395349,0,0.3,16,0.5,45,0.75,41,-43.42857,43.94947,17,18,28,30
8,Chihuahua,Chih,2020-05-09,72,26,658,9,135,1,48,0.5,41,1,46,0.5,21,1,35,0.5,24,0.5,51,1,26,0.5,48,0.75,47,-43.4,51.8005,18,19,9,28
9,Ciudad de Mexico,CDMX,2020-05-09,72,513,9218,45,774,1,51,0.5,41,1,54,0.5,36,1,48,0,0,0.1395349,0,1,31,0.3,48,0.75,56,-57.28571,47.84452,5,4,21,15
10,Durango,Dgo,2020-05-09,72,2,109,0,11,1,48,0.5,41,1,38,0.5,45,1,53,0.5,46,0.5,46,1,24,1,50,0.75,38,-40.77143,58.0581,25,25,4,13
11,Guanajuato,Gto,2020-05-09,72,29,443,0,46,1,54,0.5,47,1,54,0.5,38,1,54,0.5,30,0.1395349,0,0.5,27,0.5,42,0.75,54,-39.74286,49.91085,28,23,14,12
12,Guerrero,Gro,2020-05-09,72,25,475,3,64,1,48,0.5,47,1,47,0.5,10,1,48,0.5,37,0.5,39,0.5,23,0.5,50,0.75,47,-49.11428,49.29762,8,12,16,23
13,Hidalgo,Hgo,2020-05-09,72,21,496,3,75,1,48,0.5,41,1,47,0.5,50,1,50,0.5,38,0.1395349,0,0.5,16,0.3,54,0.75,47,-43.91429,46.84047,15,27,23,21
14,Jalisco,Jal,2020-05-09,72,38,592,1,48,1,54,0.5,54,1,58,0.5,54,1,54,0.5,54,0.5,54,1,23,1,51,0.75,58,-39.68571,63.37148,29,16,1,2
15,Estado de Mexico,Edomex,2020-05-09,72,292,5710,21,321,1,48,0.5,47,1,55,0.5,32,1,54,0.5,32,0.1395349,0,1,32,0.3,48,0.75,55,-43.17143,51.58591,20,29,10,11
16,Michoac�n,Mich,2020-05-09,72,51,555,3,62,1,47,0.5,47,1,55,0.5,26,1,55,0.5,22,0.1395349,0,1,24,0.5,55,0.75,47,-34.6,51.21652,32,31,12,14
17,Morelos,Mor,2020-05-09,72,62,775,6,99,1,53,0.5,47,1,53,0.5,39,1,69,0.5,30,0.1395349,0,1,29,0.5,60,0.75,47,-45.08571,54.48929,12,28,8,6
18,Nayarit,Nay,2020-05-09,72,5,211,1,22,1,48,0.5,47,1,55,0.5,54,1,64,0.5,54,0.5,54,0,0,0.3,64,0.75,47,-47.37143,51.29042,9,10,11,5
19,Nuevo Le�n,NL,2020-05-09,72,6,607,0,33,1,48,0.5,46,1,47,0.5,63,1,72,0.5,42,0.5,51,1,35,0.5,54,0.75,57,-45.34286,59.81568,11,9,2,1
20,Oaxaca,Oax,2020-05-09,72,8,225,3,40,1,48,0.5,47,1,58,0.5,40,1,46,0.5,37,0.5,60,1,23,0.5,49,0.75,47,-44.71429,56.07043,13,15,6,8
21,Puebla,Pue,2020-05-09,72,43,1060,16,145,1,48,0.5,41,1,47,0.5,19,1,54,0.5,17,0.1395349,0,1,26,0.5,48,0.75,47,-41.14286,49.48471,24,26,15,24
22,Quer�taro,Qro,2020-05-09,72,10,218,0,21,1,55,0.5,47,1,57,0.5,23,1,61,0,0,0.1395349,0,0.5,23,0.3,59,0.75,47,-44.45714,44.99767,14,24,26,10
23,Quintana Roo,QRoo,2020-05-09,72,39,1071,7,182,1,48,0.5,47,1,40,0.5,37,1,34,0.5,47,0.1395349,0,1,27,0.5,73,0.75,47,-67.91428,51.01899,1,1,13,22
24,San Luis Potos�,SLP,2020-05-09,72,10,237,1,12,1,48,0.5,48,0.5,55,0.5,26,1,48,0,0,0.1395349,0,1,19,0.5,48,0.75,55,-43.62857,43.26223,16,21,32,31
25,Sinaloa,Sin,2020-05-09,72,21,1393,3,207,1,51,0.5,47,0.5,51,0.5,47,1,51,0.5,36,0.1395349,0,0.5,18,0.5,48,0.75,51,-50.28571,45.23724,7,6,25,27
26,Sonora,Son,2020-05-09,72,61,476,1,26,1,54,0.5,47,1,54,0.5,43,1,54,0.5,50,0.5,6,0.5,36,1,48,1,54,-42.97143,58.42142,21,11,3,3
27,Tabasco,Tab,2020-05-09,72,67,1598,10,211,1,48,0.5,47,0.5,57,0.5,45,0.5,57,0.5,51,0.1395349,0,1,20,0.5,48,0.75,57,-58.85714,44.97809,3,7,27,20
28,Tamaulipas,Tamps,2020-05-09,72,266,708,6,37,1,54,0.5,47,1,57,0.5,45,1,54,0.5,53,0.1395349,0,1,27,0.3,48,1,57,-39.97143,55.58659,27,22,7,4
29,Tlaxcala,Tlax,2020-05-09,72,29,353,3,53,1,55,0.5,47,1,43,0.5,21,1,55,0.5,3,0.1395349,0,1,17,0.3,48,1,43,-36.14286,47.67552,31,32,22,25
30,Veracruz,Ver,2020-05-09,72,106,1155,9,109,1,54,0.5,47,0.5,57,0.5,40,1,55,0.5,39,0.1395349,0,0.5,34,0.3,48,0.5,57,-40.37143,43.32985,26,30,31,18
31,Yucat�n,Yuc,2020-05-09,72,38,791,0,48,1,54,0.5,47,1,44,0.5,50,1,54,0.5,54,0.5,57,1,16,0.5,48,0.75,48,-61.4,56.13728,2,2,5,7
32,Zacatecas,Zac,2020-05-09,72,5,140,0,18,1,47,0.5,47,0.5,49,0.5,19,1,56,0.5,7,0.1395349,0,1,15,0.5,48,0.75,49,-45.45714,43.72213,10,8,30,32
0,Nacional,Nacional,2020-05-10,73,1562,35022,112,3453,,,,,,,,,,,,,,,,,,,,,-43.99513,50.75993,,,,
1,Aguascalientes,Ags,2020-05-10,73,27,330,0,14,1,52,0.5,48,1,59,0.5,44,1,49,0,0,0.1395349,0,1,33,0.3,49,0.75,42,-42.08571,48.10106,20,14,21,16
2,Baja California,BC,2020-05-10,73,63,2428,14,416,1,52,0.5,48,1,56,0,0,1,49,0.5,45,0.1395349,0,0.5,24,0.3,46,0.75,42,-40.4,44.00829,23,13,30,26
3,Baja California Sur,BCS,2020-05-10,73,8,387,0,22,1,52,0.5,48,1,54,0,0,1,49,0.5,40,0.5,58,1,9,0.3,49,0.75,42,-57.51429,48.26333,4,3,18,19
4,Campeche,Camp,2020-05-10,73,12,193,2,29,1,53,0.5,42,1,60,0,0,0.5,49,0.5,55,0.5,53,1,21,0.5,48,0.75,42,-49.94286,48.19899,6,5,19,17
5,Coahuila,Coah,2020-05-10,73,9,562,1,53,1,52,0.5,48,1,53,0,0,1,47,0.5,31,0.1395349,0,1,16,0.5,48,0.75,43,-41.17143,46.47235,22,17,24,29
6,Colima,Col,2020-05-10,73,6,44,0,6,1,55,0.5,55,1,55,0.5,52,1,55,0.5,38,0.1395349,0,0.5,21,0.3,50,0.75,42,-35.28571,48.72824,30,20,17,9
7,Chiapas,Chis,2020-05-10,73,27,394,0,19,1,52,0.5,48,1,57,0.5,37,1,52,0,0,0.1395349,0,0.3,17,0.5,46,0.75,42,-42.57143,44.13478,18,18,28,30
8,Chihuahua,Chih,2020-05-10,73,16,674,0,135,1,49,0.5,42,1,47,0.5,22,1,36,0.5,25,0.5,52,1,27,0.5,49,0.75,48,-42.45714,52.14401,19,19,9,28
9,Ciudad de Mexico,CDMX,2020-05-10,73,519,9737,22,796,1,52,0.5,42,1,55,0.5,37,1,49,0,0,0.1395349,0,1,32,0.3,49,0.75,57,-57.37143,48.04315,5,4,22,15
10,Durango,Dgo,2020-05-10,73,6,115,1,12,1,49,0.5,42,1,39,0.5,46,1,54,0.5,47,0.5,47,1,25,1,51,0.75,39,-39.17143,58.36774,26,25,4,13
11,Guanajuato,Gto,2020-05-10,73,30,473,0,46,1,55,0.5,48,1,55,0.5,39,1,55,0.5,31,0.1395349,0,0.5,28,0.5,43,0.75,55,-38.45714,50.10936,29,23,14,12
12,Guerrero,Gro,2020-05-10,73,56,531,6,70,1,49,0.5,48,1,48,0.5,11,1,49,0.5,38,0.5,40,0.5,24,0.5,51,0.75,48,-48.17143,49.60767,8,12,16,23
13,Hidalgo,Hgo,2020-05-10,73,44,540,8,83,1,49,0.5,42,1,48,0.5,51,1,51,0.5,39,0.1395349,0,0.5,17,0.3,55,0.75,48,-43.54286,47.06376,14,27,23,21
14,Jalisco,Jal,2020-05-10,73,1,593,4,52,1,55,0.5,55,1,59,0.5,55,1,55,0.5,55,0.5,55,1,24,1,52,0.75,59,-38.57143,63.59396,28,16,1,2
15,Estado de Mexico,Edomex,2020-05-10,73,278,5988,19,340,1,49,0.5,48,1,56,0.5,33,1,55,0.5,33,0.1395349,0,1,33,0.3,49,0.75,56,-42.71429,51.80602,16,29,10,10
16,Michoac�n,Mich,2020-05-10,73,14,569,5,67,1,48,0.5,48,1,56,0.5,27,1,56,0.5,23,0.1395349,0,1,25,0.5,56,0.75,48,-33.2,51.48926,32,31,11,14
17,Morelos,Mor,2020-05-10,73,28,803,0,99,1,54,0.5,48,1,54,0.5,40,1,70,0.5,31,0.1395349,0,1,30,0.5,61,0.75,48,-44.62857,54.69719,10,28,8,6
18,Nayarit,Nay,2020-05-10,73,9,220,1,23,1,49,0.5,48,1,56,0.5,55,1,65,0.5,55,0.5,55,0,0,0.3,65,0.75,48,-46.71429,51.42506,9,9,12,5
19,Nuevo Le�n,NL,2020-05-10,73,34,641,0,33,1,49,0.5,47,1,48,0.5,64,1,73,0.5,43,0.5,52,1,36,0.5,55,0.75,58,-44.28571,60.00834,12,10,2,1
20,Oaxaca,Oax,2020-05-10,73,25,250,5,45,1,49,0.5,48,1,59,0.5,41,1,47,0.5,38,0.5,61,1,24,0.5,50,0.75,48,-43.4,56.33464,15,15,6,8
21,Puebla,Pue,2020-05-10,73,8,1068,0,145,1,49,0.5,42,1,48,0.5,20,1,55,0.5,18,0.1395349,0,1,27,0.5,49,0.75,48,-40.28571,49.79405,24,26,15,24
22,Quer�taro,Qro,2020-05-10,73,14,232,1,22,1,56,0.5,48,1,58,0.5,24,1,62,0,0,0.1395349,0,0.5,24,0.3,60,0.75,48,-43.91429,45.16932,13,24,27,11
23,Quintana Roo,QRoo,2020-05-10,73,10,1081,1,183,1,49,0.5,48,1,41,0.5,38,1,35,0.5,48,0.1395349,0,1,28,0.5,74,0.75,48,-67.62857,51.28664,1,1,13,22
24,San Luis Potos�,SLP,2020-05-10,73,27,264,0,12,1,49,0.5,49,0.5,56,0.5,27,1,49,0,0,0.1395349,0,1,20,0.5,49,0.75,56,-42.65714,43.50493,17,21,31,31
25,Sinaloa,Sin,2020-05-10,73,77,1470,6,213,1,52,0.5,48,0.5,52,0.5,48,1,52,0.5,37,0.1395349,0,0.5,19,0.5,49,0.75,52,-49.6,45.43552,7,6,25,27
26,Sonora,Son,2020-05-10,73,28,504,1,27,1,55,0.5,48,1,55,0.5,44,1,55,0.5,51,0.5,7,0.5,37,1,49,1,55,-41.8,58.66377,21,11,3,3
27,Tabasco,Tab,2020-05-10,73,54,1652,9,220,1,49,0.5,48,0.5,58,0.5,46,0.5,58,0.5,52,0.1395349,0,1,21,0.5,49,0.75,58,-62,45.18661,2,7,26,20
28,Tamaulipas,Tamps,2020-05-10,73,29,737,1,38,1,55,0.5,48,1,58,0.5,46,1,55,0.5,54,0.1395349,0,1,28,0.3,49,1,58,-38.71429,55.78137,27,22,7,4
29,Tlaxcala,Tlax,2020-05-10,73,5,358,2,55,1,56,0.5,48,1,44,0.5,22,1,56,0.5,4,0.1395349,0,1,18,0.3,49,1,44,-35.08571,48.10918,31,32,20,25
30,Veracruz,Ver,2020-05-10,73,50,1205,2,111,1,55,0.5,48,0.5,58,0.5,41,1,56,0.5,40,0.1395349,0,0.5,35,0.3,49,0.5,58,-40.17143,43.47809,25,30,32,18
31,Yucat�n,Yuc,2020-05-10,73,38,829,0,48,1,55,0.5,48,1,45,0.5,51,1,55,0.5,55,0.5,58,1,17,0.5,49,0.75,49,-60.74286,56.41243,3,2,5,7
32,Zacatecas,Zac,2020-05-10,73,10,150,1,19,1,48,0.5,48,0.5,50,0.5,20,1,57,0.5,8,0.1395349,0,1,16,0.5,49,0.75,50,-44.6,44.09419,11,8,29,32
0,Nacional,Nacional,2020-05-11,74,1305,36327,108,3561,,,,,,,,,,,,,,,,,,,,,-44.2299,50.98172,,,,
1,Aguascalientes,Ags,2020-05-11,74,22,352,0,14,1,53,0.5,49,1,60,0.5,45,1,50,0,0,0.1395349,0,1,34,0.3,50,0.75,43,-42,48.29142,20,14,21,16
2,Baja California,BC,2020-05-11,74,20,2448,3,419,1,53,0.5,49,1,57,0,0,1,50,0.5,46,0.1395349,0,0.5,25,0.3,47,0.75,43,-40.22857,44.18687,25,13,30,26
3,Baja California Sur,BCS,2020-05-11,74,11,398,0,22,1,53,0.5,49,1,55,0,0,1,50,0.5,41,0.5,59,1,10,0.3,50,0.75,43,-57.62857,48.58631,5,3,18,19
4,Campeche,Camp,2020-05-11,74,16,209,2,31,1,53,0.5,43,1,61,0,0,0.5,50,0.5,56,0.5,54,1,22,0.5,49,0.75,43,-50.22857,48.35015,6,5,20,17
5,Coahuila,Coah,2020-05-11,74,10,572,0,53,1,53,0.5,49,1,54,0,0,1,48,0.5,32,0.1395349,0,1,17,0.5,49,0.75,44,-40.94286,46.74603,22,17,24,29
6,Colima,Col,2020-05-11,74,1,45,0,6,1,56,0.5,56,1,56,0.5,53,1,56,0.5,39,0.1395349,0,0.5,22,0.3,51,0.75,43,-35.28571,48.91296,31,20,17,9
7,Chiapas,Chis,2020-05-11,74,25,419,1,20,1,53,0.5,49,1,58,0.5,38,1,53,0,0,0.1395349,0,0.3,18,0.5,47,0.75,43,-42.82857,44.31382,17,18,29,30
8,Chihuahua,Chih,2020-05-11,74,19,693,6,141,1,50,0.5,43,1,48,0.5,23,1,37,0.5,26,0.5,53,1,28,0.5,50,0.75,49,-42.68571,52.47556,19,19,9,28
9,Ciudad de Mexico,CDMX,2020-05-11,74,246,9983,23,819,1,53,0.5,43,1,56,0.5,38,1,50,0,0,0.1395349,0,1,33,0.3,50,0.75,58,-57.94286,48.23546,4,4,22,15
10,Durango,Dgo,2020-05-11,74,2,117,0,12,1,50,0.5,43,1,40,0.5,47,1,55,0.5,48,0.5,48,1,26,1,52,0.75,40,-39.2,58.66721,26,25,4,12
11,Guanajuato,Gto,2020-05-11,74,32,505,0,46,1,56,0.5,49,1,56,0.5,40,1,56,0.5,32,0.1395349,0,0.5,29,0.5,44,0.75,56,-38.45714,50.30146,29,24,14,13
12,Guerrero,Gro,2020-05-11,74,51,582,1,71,1,50,0.5,49,1,49,0.5,12,1,50,0.5,39,0.5,41,0.5,25,0.5,52,0.75,49,-48.54286,49.90543,8,12,16,23
13,Hidalgo,Hgo,2020-05-11,74,34,574,7,90,1,50,0.5,43,1,49,0.5,52,1,52,0.5,40,0.1395349,0,0.5,18,0.3,56,0.75,49,-43.88572,47.27925,14,27,23,21
14,Jalisco,Jal,2020-05-11,74,43,636,3,55,1,56,0.5,56,1,60,0.5,56,1,56,0.5,56,0.5,56,1,25,1,53,0.75,60,-38.6,63.80911,28,16,1,2
15,Estado de Mexico,Edomex,2020-05-11,74,167,6155,3,343,1,50,0.5,49,1,57,0.5,34,1,56,0.5,34,0.1395349,0,1,34,0.3,50,0.75,57,-42.97143,52.01905,16,29,10,10
16,Michoac�n,Mich,2020-05-11,74,8,577,4,71,1,49,0.5,49,1,57,0.5,28,1,57,0.5,24,0.1395349,0,1,26,0.5,57,0.75,49,-33.08571,51.75235,32,31,11,14
17,Morelos,Mor,2020-05-11,74,17,820,0,99,1,55,0.5,49,1,55,0.5,41,1,71,0.5,32,0.1395349,0,1,31,0.5,62,0.75,49,-45.14286,54.89828,10,28,8,6
18,Nayarit,Nay,2020-05-11,74,18,238,0,23,1,50,0.5,49,1,57,0.5,56,1,66,0.5,56,0.5,56,0,0,0.3,66,0.75,49,-47.02857,51.55579,9,9,12,5
19,Nuevo Le�n,NL,2020-05-11,74,23,664,0,33,1,50,0.5,48,1,49,0.5,65,1,75,0.5,44,0.5,53,1,37,0.5,56,0.75,59,-44.45714,60.26199,12,10,2,1
20,Oaxaca,Oax,2020-05-11,74,8,258,0,45,1,50,0.5,49,1,60,0.5,42,1,48,0.5,39,0.5,62,1,25,0.5,51,0.75,49,-43.62857,56.59002,15,15,6,8
21,Puebla,Pue,2020-05-11,74,52,1120,1,146,1,50,0.5,43,1,49,0.5,21,1,56,0.5,19,0.1395349,0,1,28,0.5,50,0.75,49,-40.74286,50.09192,24,26,15,24
22,Quer�taro,Qro,2020-05-11,74,20,252,3,25,1,57,0.5,49,1,59,0.5,25,1,63,0,0,0.1395349,0,0.5,25,0.3,61,0.75,49,-44.22857,45.33505,13,23,27,11
23,Quintana Roo,QRoo,2020-05-11,74,37,1118,9,192,1,50,0.5,49,1,42,0.5,39,1,36,0.5,49,0.1395349,0,1,29,0.5,75,0.75,49,-67.88571,51.54537,1,1,13,22
24,San Luis Potos�,SLP,2020-05-11,74,14,278,0,12,1,50,0.5,50,0.5,57,0.5,28,1,50,0,0,0.1395349,0,1,21,0.5,50,0.75,57,-42.74286,43.7387,18,21,31,31
25,Sinaloa,Sin,2020-05-11,74,46,1516,3,216,1,53,0.5,49,0.5,53,0.5,49,1,53,0.5,38,0.1395349,0,0.5,20,0.5,50,0.75,53,-49.94286,45.62703,7,6,25,27
26,Sonora,Son,2020-05-11,74,37,541,1,28,1,56,0.5,49,1,56,0.5,45,1,56,0.5,52,0.5,8,0.5,38,1,50,1,56,-41.97143,58.89904,21,11,3,3
27,Tabasco,Tab,2020-05-11,74,106,1758,12,232,1,50,0.5,49,0.5,59,0.5,47,0.5,59,0.5,53,0.1395349,0,1,22,0.5,50,0.75,59,-62.2,45.3877,2,7,26,20
28,Tamaulipas,Tamps,2020-05-11,74,19,756,8,46,1,56,0.5,49,1,59,0.5,47,1,56,0.5,55,0.1395349,0,1,28,0.3,50,1,59,-38.91429,55.86172,27,22,7,4
29,Tlaxcala,Tlax,2020-05-11,74,28,386,3,58,1,57,0.5,49,1,45,0.5,23,1,57,0.5,5,0.1395349,0,1,19,0.3,50,1,45,-35.34286,48.51156,30,32,19,25
30,Veracruz,Ver,2020-05-11,74,147,1352,12,123,1,56,0.5,49,0.5,59,0.5,42,1,57,0.5,41,0.1395349,0,0.5,36,0.3,50,0.5,59,-40.8,43.62175,23,30,32,18
31,Yucat�n,Yuc,2020-05-11,74,19,848,3,51,1,56,0.5,49,1,46,0.5,52,1,56,0.5,56,0.5,59,1,18,0.5,50,0.75,50,-60.91429,56.67733,3,2,5,7
32,Zacatecas,Zac,2020-05-11,74,7,157,0,19,1,49,0.5,49,0.5,51,0.5,21,1,58,0.5,9,0.1395349,0,1,17,0.5,50,0.75,51,-44.62857,44.4473,11,8,28,32
0,Nacional,Nacional,2020-05-12,75,1997,38324,353,3914,,,,,,,,,,,,,,,,,,,,,-44.03101,51.19683,,,,
1,Aguascalientes,Ags,2020-05-12,75,30,382,0,14,1,54,0.5,50,1,61,0.5,46,1,51,0,0,0.1395349,0,1,35,0.3,51,0.75,44,-41.8,48.47588,20,14,21,16
2,Baja California,BC,2020-05-12,75,128,2576,24,443,1,54,0.5,50,1,58,0,0,1,51,0.5,47,0.1395349,0,0.5,26,0.3,48,0.75,44,-39.91429,44.35976,25,13,30,26
3,Baja California Sur,BCS,2020-05-12,75,3,401,2,24,1,54,0.5,50,1,56,0,0,1,51,0.5,42,0.5,60,1,11,0.3,51,0.75,44,-57.51429,48.89347,5,3,18,19
4,Campeche,Camp,2020-05-12,75,2,211,0,31,1,54,0.5,44,1,62,0,0,0.5,51,0.5,57,0.5,55,1,23,0.5,50,0.75,44,-50.05714,48.57362,6,5,20,17
5,Coahuila,Coah,2020-05-12,75,12,584,0,53,1,54,0.5,50,1,55,0,0,1,49,0.5,33,0.1395349,0,1,18,0.5,50,0.75,45,-40.48571,47.00936,24,17,24,29
6,Colima,Col,2020-05-12,75,1,46,1,7,1,57,0.5,57,1,57,0.5,54,1,57,0.5,40,0.1395349,0,0.5,23,0.3,52,0.75,44,-35.2,49.09166,31,21,17,9
7,Chiapas,Chis,2020-05-12,75,14,433,5,25,1,54,0.5,50,1,59,0.5,39,1,54,0,0,0.1395349,0,0.3,19,0.5,48,0.75,44,-42.4,44.48695,19,18,29,30
8,Chihuahua,Chih,2020-05-12,75,37,730,5,146,1,51,0.5,44,1,49,0.5,24,1,38,0.5,27,0.5,54,1,29,0.5,51,0.75,50,-42.6,52.79581,17,19,9,28
9,Ciudad de Mexico,CDMX,2020-05-12,75,546,10529,118,937,1,54,0.5,44,1,57,0.5,39,1,51,0,0,0.1395349,0,1,34,0.3,51,0.75,59,-57.82857,48.42174,4,4,22,15
10,Durango,Dgo,2020-05-12,75,6,123,1,13,1,51,0.5,44,1,41,0.5,48,1,56,0.5,49,0.5,49,1,27,1,53,0.75,41,-38.82857,58.95702,26,25,4,12
11,Guanajuato,Gto,2020-05-12,75,39,544,9,55,1,57,0.5,50,1,57,0.5,41,1,57,0.5,33,0.1395349,0,0.5,30,0.5,45,0.75,57,-37.97143,50.48749,29,24,14,13
12,Guerrero,Gro,2020-05-12,75,36,618,5,76,1,51,0.5,50,1,50,0.5,13,1,51,0.5,40,0.5,42,0.5,26,0.5,53,0.75,50,-48.37143,50.19185,8,12,16,23
13,Hidalgo,Hgo,2020-05-12,75,29,603,12,102,1,51,0.5,44,1,50,0.5,53,1,53,0.5,41,0.1395349,0,0.5,19,0.3,57,0.75,50,-43.74286,47.48739,14,27,23,21
14,Jalisco,Jal,2020-05-12,75,34,670,0,55,1,57,0.5,57,1,61,0.5,57,1,57,0.5,57,0.5,57,1,26,1,54,0.75,61,-38.31429,64.01733,28,16,1,2
15,Estado de Mexico,Edomex,2020-05-12,75,385,6540,35,378,1,51,0.5,50,1,58,0.5,35,1,57,0.5,35,0.1395349,0,1,35,0.3,51,0.75,58,-42.77143,52.22533,16,29,10,10
16,Michoac�n,Mich,2020-05-12,75,33,610,2,73,1,50,0.5,50,1,58,0.5,29,1,58,0.5,25,0.1395349,0,1,27,0.5,58,0.75,50,-32.68571,52.00633,32,31,11,14
